HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
D9942,Repair/reline occlusal guard,R,0
D9943,Occlusal guard adjustment,R,0
D9944,"Occ guard, hard, full arch",R,0
D9945,"Occ guard, soft, full arch",R,0
D9946,"Occ guard, hard, part arch",R,0
D9947,Sleep apnea appliance,N,0
D9948,Adjust sleep apnea appliance,N,0
D9949,Repair sleep apnea appliance,N,0
D9950,Occlusion analysis,R,0
D9951,Limited occlusal adjustment,R,0
D9952,Complete occlusal adjustment,R,0
D9953,Reline sleep apnea appliance,N,0
D9954,Fab/del oral appliance thxpy,N,0
D9955,Oral app thxpy titration vis,R,0
D9956,Admin home sleep apnea test,R,0
D9957,Screening sleep disorders,R,0
D9959,Unspec sleep ap proc,R,0
D9961,Dup/copy patient's records,R,0
D9970,Enamel microabrasion,R,0
D9971,Odontoplasty per tooth,R,0
D9972,Extrnl bleaching per arch,R,0
D9973,Extrnl bleaching per tooth,R,0
D9974,Intrnl bleaching per tooth,R,0
D9975,External bleaching home app,R,0
D9985,Sales tax,I,0
D9986,Missed appointment,I,0
D9987,Cancelled appointment,I,0
D9990,Trans or sign language svcs,R,0
D9991,"Case mgmt, appt barriers",R,0
D9992,"Case mgmt, care coordination",R,0
D9993,"Case mgmt, interviewing",R,0
D9994,"Case mgmt, pt education",R,0
D9995,Teledentistry real-time,R,0
D9996,Teledentistry dent review,R,0
D9997,Dent case mgmt special needs,R,0
D9999,Adjunctive procedure,R,0
G0008,Admin influenza virus vac,X,0
G0009,Admin pneumococcal vaccine,X,0
G0010,Admin hepatitis b vaccine,X,0
G0011,"Hiv prep counsel, md 15-30m",A,0.45
G0012,Injection of hiv prep drug,A,0.17
G0013,"Hiv prep counsel, clin staff",A,0.18
G0017,Crisis psychotherapy 60m,A,4.7
G0018,Crisis psychotherapy add 30m,A,2.25
G0019,Comm hlth intg svs sdoh 60mn,A,1
G0022,Comm hlth intg svs add 30 m,A,0.7
G0023,Pin service 60m per month,A,1
G0024,Pin srv add 30 min pr m,A,0.7
G0027,Semen analysis,X,0
G0029,No tob scr/cess int,M,0
G0030,Pt scr tob & cess int,M,0
G0031,Pall serv during meas,M,0
G0032,2+ antipsy schiz,M,0
G0033,2+ benzo seiz,M,0
G0034,Pall serv during meas,M,0
G0035,Pt ed pos 23,M,0
G0036,Pt/ptn decln assess,M,0
G0037,Pt not able to participate,M,0
G0038,Clin pt no ref,M,0
G0039,"Pt no ref, rn spec",M,0
G0040,Pt phys/occ therapy,M,0
G0041,Pt/ptn decln referral,M,0
G0042,Ref to therapy,M,0
G0043,Pt mech pros ht valv,M,0
G0044,Pt mitral stenosis,M,0
G0045,Mrs 90 days post stk,M,0
G0046,No mrs 90 days post stk,M,0
G0047,Ped blunt hd traum,M,0
G0048,Pall serv during meas,M,0
G0049,Main hemo in-cntr,M,0
G0050,Pt w/ lmted life expec,M,0
G0051,Pt hospice mnth,M,0
G0052,Pt peri dialysis dur mo,M,0
G0053,Adv rheum pt care mvp,M,0
G0054,Strk cr prev pos outcme mvp,M,0
G0055,Adv care heart dx mvp,M,0
G0057,Best pct pt safety em mvp,M,0
G0058,Imprv care le jnt repr mvp,M,0
G0059,Pt sfty pos exp w aneth mvp,M,0
G0060,Allergy/immunology ss,M,0
G0061,Anesthesiology ss,M,0
G0062,Audiology ss,M,0
G0063,Cardiology ss,M,0
G0064,Cert nurse midwife ss,M,0
G0065,Chiropractic ss,M,0
G0066,Clinical social work ss,M,0
G0067,Dentistry ss,M,0
G0068,Adm iv infusion drug in home,X,0
G0069,Adm sq infusion drug in home,X,0
G0070,Adm of chemo drug in home,X,0
G0071,Comm svcs by rhc/fqhc 5 min,X,0.24
G0076,Care manag h vst new pt 20 m,A,1.01
G0077,Care manag h vst new pt 30 m,A,1.52
G0078,Care manag h vst new pt 45 m,A,2.53
G0079,Care manag h vst new pt 60 m,A,3.38
G0080,Care manag h vst new pt 75 m,A,4.09
G0081,Care man h v ext pt 20 mi,A,1
G0082,Care man h v ext pt 30 m,A,1.56
G0083,Care man h v ext pt 45 m,A,2.33
G0084,Care man h v ext pt 60 m,A,3.28
G0085,Care man h v ext pt 75 m,A,4.09
G0086,Care man home care plan 30 m,A,1.25
G0087,Care man home care plan 60 m,A,1.8
G0088,Adm iv drug 1st home visit,X,0
G0089,Adm subq drug 1st home visit,X,0
G0090,Adm iv chemo 1st home visit,X,0
G0101,Ca screen;pelvic/breast exam,A,0.45
G0102,Prostate ca screening; dre,A,0.18
G0103,Psa screening,X,0
G0104,Ca screen;flexi sigmoidscope,A,0.84
G0105,Colorectal scrn; hi risk ind,A,3.26
G0105,Colorectal scrn; hi risk ind,A,1.63
G0108,Diab manage trn  per indiv,A,0.9
G0109,Diab manage trn ind/group,A,0.25
G0117,Glaucoma scrn hgh risk direc,T,0.45
G0118,Glaucoma scrn hgh risk direc,T,0.17
G0121,Colon ca scrn not hi rsk ind,A,3.26
G0121,Colon ca scrn not hi rsk ind,A,1.63
G0123,Screen cerv/vag thin layer,X,0
G0124,Screen c/v thin layer by md,A,0.26
G0127,Trim nail(s),R,0.17
G0128,Corf skilled nursing service,R,0
G0129,Php/iop ot service,X,0
G0130,Single energy x-ray study,A,0.22
G0130,Single energy x-ray study,A,0.22
G0130,Single energy x-ray study,A,0
G0136,Adm of soc dtr assess 5-15 m,A,0.18
G0137,"Inten outpt svs,min 9 pr 7 d",X,0
G0138,Iv cipaglucosidase alfa-atga,A,0.21
G0140,Nav srv peer sup 60 min pr m,A,1
G0141,"Scr c/v cyto,autosys and md",A,0.26
G0143,"Scr c/v cyto,thinlayer,rescr",X,0
G0144,"Scr c/v cyto,thinlayer,rescr",X,0
G0145,"Scr c/v cyto,thinlayer,rescr",X,0
G0146,Nav srv peer sup add 30 pr m,A,0.7
G0147,"Scr c/v cyto, automated sys",X,0
G0148,"Scr c/v cyto, autosys, rescr",X,0
G0151,"Hhcp-serv of pt,ea 15 min",X,0
G0152,"Hhcp-serv of ot,ea 15 min",X,0
G0153,"Hhcp-svs of s/l path,ea 15mn",X,0
G0155,"Hhcp-svs of csw,ea 15 min",X,0
G0156,"Hhcp-svs of aide,ea 15 min",X,0
G0157,Hhc pt assistant ea 15,E,0
G0158,Hhc ot assistant ea 15,E,0
G0159,Hhc pt maint ea 15 min,E,0
G0160,Hhc occup therapy ea 15,E,0
G0161,Hhc slp ea 15 min,E,0
G0162,"Hhc rn e&m plan svs, 15 min",E,0
G0166,"Extrnl counterpulse, per tx",A,0
G0168,Wound closure by adhesive,A,0.31
G0175,"Opps service,sched team conf",X,0
G0176,Opps/php/iop; activity thrpy,X,0
G0177,Opps/php/iop; train & educ,X,0
G0179,Md recertification hha pt,A,0.45
G0180,Md certification hha patient,A,0.67
G0181,Home health care supervision,A,1.73
G0182,Hospice care supervision,A,1.73
G0183,Software meas of cardiac vol,C,0
G0186,"Dstry eye lesn,fdr vssl tech",C,0
G0219,Pet img wholbod melano nonco,N,0
G0219,Pet img wholbod melano nonco,N,0
G0219,Pet img wholbod melano nonco,N,0
G0235,Pet not otherwise specified,N,0
G0235,Pet not otherwise specified,N,0
G0235,Pet not otherwise specified,N,0
G0237,Therapeutic procd strg endur,A,0
G0238,"Oth resp proc, indiv",A,0
G0239,"Oth resp proc, group",A,0
G0245,Initial foot exam pt lops,R,0.88
G0246,Followup eval of foot pt lop,R,0.45
G0247,Routine footcare pt w lops,R,0.5
G0248,Demonstrate use home inr mon,R,0
G0249,Provide inr test mater/equip,R,0
G0250,Md inr test revie inter mgmt,R,0.18
G0252,Pet imaging initial dx,N,0
G0252,Pet imaging initial dx,N,1.5
G0252,Pet imaging initial dx,N,0
G0255,Current percep threshold tst,N,0
G0255,Current percep threshold tst,N,0
G0255,Current percep threshold tst,N,0
G0257,Unsched dialysis esrd pt hos,E,0
G0259,Inject for sacroiliac joint,E,0
G0260,Inj for sacroiliac jt anesth,E,0
G0268,Removal of impacted wax md,A,0.61
G0269,Occlusive device in vein art,B,0
G0270,Mnt subs tx for change dx,A,0.45
G0271,Group mnt 2 or more 30 mins,A,0.25
G0276,Pild/placebo control clin tr,R,7.17
G0277,"Hbot, full body chamber, 30m",A,0
G0278,"Iliac art angio,cardiac cath",A,0.25
G0279,"Tomosynthesis, mammo",A,0.6
G0279,"Tomosynthesis, mammo",A,0.6
G0279,"Tomosynthesis, mammo",A,0
G0281,Elec stim unattend for press,A,0.18
G0282,Elect stim wound care not pd,N,0
G0283,Elec stim other than wound,A,0.18
G0288,"Recon, cta for surg plan",A,0
G0289,"Arthro, loose body + chondro",A,1.48
G0293,"Non-cov surg proc,clin trial",E,0
G0294,"Non-cov proc, clinical trial",E,0
G0295,Electromagnetic therapy onc,N,0
G0296,Visit to determ ldct elig,A,0.52
G0299,Hhs/hospice of rn ea 15 min,X,0
G0300,Hhs/hospice of lpn ea 15 min,X,0
G0302,Pre-op service lvrs complete,X,0
G0303,Pre-op service lvrs 10-15dos,X,0
G0304,Pre-op service lvrs 1-9 dos,X,0
G0305,Post op service lvrs min 6,X,0
G0306,Cbc/diffwbc w/o platelet,X,0
G0307,Cbc without platelet,X,0
G0310,Immunize counsel 5-15 min,I,0
G0311,Immunize counsel 16-30 mins,I,0
G0312,Immunize couns < 21yr 5-15 m,I,0
G0313,Immunize couns < 21yr 6-30 m,I,0
G0314,Counsel immune <21 16-30 m,I,0
G0315,Counsel immune <21  5-15 m,I,0
G0316,Prolong inpt eval add15 m,A,0.61
G0317,Prolong nursin fac eval 15m,A,0.61
G0318,Prolong home eval add 15m,A,0.61
G0320,Two-way audio and video hhs,X,0
G0321,Audio-only hhs,X,0
G0322,Home h physio data collec tr,X,0
G0323,Care manage beh svs 20mins,A,0.93
G0327,Colon ca scrn;bld-bsd biomrk,X,0
G0328,Fecal blood scrn immunoassay,X,0
G0329,Electromagntic tx for ulcers,A,0.06
G0330,Facility svs dental rehab,X,0
G0333,Dispense fee initial 30 day,X,0
G0337,Hospice evaluation preelecti,X,1.42
G0339,"Robot lin-radsurg com, first",C,0
G0340,Robt lin-radsurg fractx 2-5,C,0
G0341,Percutaneous islet celltrans,A,6.98
G0342,Laparoscopy islet cell trans,A,11.92
G0343,Laparotomy islet cell transp,A,19.85
G0372,Md service required for pmd,A,0.17
G0378,Hospital observation per hr,X,0
G0379,Direct refer hospital observ,X,0
G0380,Lev 1 hosp type b ed visit,X,0
G0381,Lev 2 hosp type b ed visit,X,0
G0382,Lev 3 hosp type b ed visit,X,0
G0383,Lev 4 hosp type b ed visit,X,0
G0384,Lev 5 hosp type b ed visit,X,0
G0390,Trauma respons w/hosp criti,X,0
G0396,Alcohol/subs interv 15-30mn,A,0.65
G0397,Alcohol/subs interv >30 min,A,1.3
G0398,Home sleep test/type 2 porta,C,0
G0398,Home sleep test/type 2 porta,C,0
G0398,Home sleep test/type 2 porta,C,0
G0399,Home sleep test/type 3 porta,C,0
G0399,Home sleep test/type 3 porta,C,0
G0399,Home sleep test/type 3 porta,C,0
G0400,Home sleep test/type 4 porta,C,0
G0400,Home sleep test/type 4 porta,C,0
G0400,Home sleep test/type 4 porta,C,0
G0402,Initial preventive exam,A,2.6
G0403,Ekg for initial prevent exam,A,0.17
G0404,Ekg tracing for initial prev,A,0
G0405,Ekg interpret & report preve,A,0.17
G0406,Inpt/tele follow up 15,A,0.76
G0407,Inpt/tele follow up 25,A,1.39
G0408,Inpt/tele follow up 35,A,2
G0409,Corf related serv 15 mins ea,R,0
G0410,Grp psych php/iop 45-50,X,0
G0411,Interactive grp psyc php/iop,X,0
G0412,Open tx iliac spine uni/bil,A,10.45
G0413,Pelvic ring fracture uni/bil,A,15.73
G0414,Pelvic ring fx treat int fix,A,14.65
G0415,Open tx post pelvic fxcture,A,20.93
G0416,"Prostate biopsy, any mthd",A,3.6
G0416,"Prostate biopsy, any mthd",A,3.6
G0416,"Prostate biopsy, any mthd",A,0
G0420,Ed svc ckd ind per session,A,2.12
G0421,Ed svc ckd grp per session,A,0.5
G0422,Intens cardiac rehab w/exerc,A,1.99
G0423,Intens cardiac rehab no exer,A,1.99
G0425,Inpt/ed teleconsult30,A,1.92
G0426,Inpt/ed teleconsult50,A,2.61
G0427,Inpt/ed teleconsult70,A,3.86
G0428,Collagen meniscus implant,N,0
G0429,Dermal filler injection(s),A,1.19
G0432,Eia hiv-1/hiv-2 screen,X,0
G0433,Elisa hiv-1/hiv-2 screen,X,0
G0435,Oral hiv-1/hiv-2 screen,X,0
G0438,"Ppps, initial visit",A,2.6
G0439,"Ppps, subseq visit",A,1.92
G0442,Annual alcohol screen 15 min,A,0.18
G0443,Brief alcohol misuse counsel,A,0.6
G0444,Depression screen annual,A,0.18
G0445,High inten beh couns std 30m,A,0.6
G0446,Intens behave ther cardio dx,A,0.6
G0447,Behavior counsel obesity 15m,A,0.6
G0448,Place perm pacing cardiovert,E,0
G0451,Devlopment test interpt&rep,A,0
G0452,Molecular pathology interpr,A,0.93
G0452,Molecular pathology interpr,A,0.93
G0452,Molecular pathology interpr,A,0
G0453,Cont intraop neuro monitor,A,0.6
G0454,Md document visit by npp,A,0.18
G0455,Fecal microbiota prep instil,A,1.34
G0458,Ldr prostate brachy comp rat,E,0
G0459,Telehealth inpt pharm mgmt,A,0.95
G0460,Autolog prp not diab ulcer,C,0
G0463,Hospital outpt clinic visit,X,0
G0465,Autolog prp diab wound ulcer,A,1.83
G0466,Fqhc visit new patient,X,0
G0467,"Fqhc visit, estab pt",X,0
G0468,"Fqhc visit, ippe or awv",X,0
G0469,"Fqhc visit, mh new pt",X,0
G0470,"Fqhc visit, mh estab pt",X,0
G0471,Ven blood coll snf/hha,X,0
G0472,Hep c screen high risk/other,X,0
G0473,Group behave couns 2-10,A,0.23
G0475,Hiv combination assay,X,0
G0476,Hpv combo assay ca screen,X,0
G0480,Drug test def 1-7 classes,X,0
G0481,Drug test def 8-14 classes,X,0
G0482,Drug test def 15-21 classes,X,0
G0483,Drug test def 22+ classes,X,0
G0490,"Home visit rn, lpn by rhc/fq",X,0
G0491,Dialysis acu kidney no esrd,X,0
G0492,Md/oth eval acut kid no esrd,X,0
G0493,Rn care ea 15 min hh/hospice,X,0
G0494,Lpn care ea 15min hh/hospice,X,0
G0495,Rn care train/edu in hh,X,0
G0496,Lpn care train/edu in hh,X,0
G0498,Chemo extend iv infus w/pump,C,0
G0499,Hepb screen high risk indiv,X,0
G0500,Mod sedat endo service >5yrs,A,0.1
G0501,Resource-inten svc during ov,B,0
G0506,Comp asses care plan ccm svc,A,0.87
G0508,Crit care telehea consult 60,A,4
G0509,Crit care telehea consult 50,A,3.86
G0511,Ccm/bhi by rhc/fqhc 20min mo,X,0.9
G0512,Cocm by rhc/fqhc 60 min mo,X,1.97
G0513,"Prolong prev svcs, first 30m",A,1.17
G0514,"Prolong prev svcs, addl 30m",A,1.17
G0516,"Insert drug del implant, >=4",A,1.82
G0517,Remove drug implant,A,2.1
G0518,Remove w insert drug implant,A,3.55
G0519,New pt-cg dyad dem low cmplx,X,0
G0520,New pt-cg dyad dem mod cmplx,X,0
G0521,New pt-cg dyad dem hig cmplx,X,0
G0522,Mgt nw pt dementia low cmplx,X,0
G0523,Mgt nw pt dem mod-high cmplx,X,0
G0524,Est pt-cg dyad dem low cmplx,X,0
G0525,Est pt-cg dyad dem mod cmplx,X,0
G0526,Est pt-cg dyad dem hig cmplx,X,0
G0527,Mgt est pt dmentia low cmplx,X,0
G0528,Mgt est pt dem mod-hi cmplx,X,0
G0529,"In home respite care, 4 hr u",X,0
G0530,"Adult daycare center, 8 hr u",X,0
G0531,"Fclty-based respite, 24 hr u",X,0
G0532,Take home supp nasal spray,X,0
G0533,Buprenorphone inj weekly,X,0
G0534,Coordinated care/or referral,X,0
G0535,Pt navigat svs direct/ref,X,0
G0536,Peer recover support svs,X,0
G0537,Risk ascvd tst once pr 12 mo,A,0.18
G0538,Ascvd rsk mng clin stf pr mo,A,0.18
G0539,Initial care training 30 m,A,1
G0540,Train for caregiver add 15,A,0.54
G0541,No pt prsnt train initial 30,A,1
G0542,No pt prsnt train add 15,A,0.54
G0543,Group train w/o patient,A,0.23
G0544,Post d/c phone follow up,A,1
G0545,Inherent visit to inpt,A,0.89
G0546,Phone/internet ehr assess,A,0.35
G0547,Phone/internet svs 11-20 m,A,0.7
G0548,Phone/inter svs 21-30 m,A,1.05
G0549,Phone/inter for treat>31m,A,1.4
G0550,Phone/inter for dx/treat >5m,A,0.7
G0551,Phn/intr svs fr dx treat 30m,A,0.7
G0552,Supply of digital device,C,0
G0553,Monthly tx for dmht 20mins,A,0.62
G0554,Add 20 m of monthly tx,A,0.61
G0555,Replacment pt electronic sys,C,0
G0556,Adv prim care mgmt lvl 1,A,0.25
G0557,Adv prim care mgmt lvl 2,A,0.77
G0558,Adv prim care mgmt lvl 3,A,1.67
G0559,Unrelat prac follow up visit,A,0.16
G0560,Safety plan interven,A,1.09
G0561,"Temp tube delivery, unil",C,0
G0562,Complex simulation w/pet-ct,C,0
G0562,Complex simulation w/pet-ct,C,0
G0562,Complex simulation w/pet-ct,C,0
G0563,Sbrt w/positron emission del,C,0
G0564,365 d implant glucose sensor,I,0
G0565,Rem/ins glu snsr 365 dif sit,I,0
G0566,3d bn img algor drvd fr MRI,C,0
G0566,3d bn img algor drvd fr MRI,C,0
G0566,3d bn img algor drvd fr MRI,C,0
G0567,Screening hep c detect,X,0
G0659,Drug test def simple all cl,X,0
G0913,Improve visual funct,M,0
G0914,Survey not complete,M,0
G0915,No improve visual funct,M,0
G0916,Satisfy with care,M,0
G0917,Care survey not complete,M,0
G0918,No satisfy with care,M,0
G1025,Pt mnth 1 mcp prov,M,0
G1026,Pt hemo > 3mo,M,0
G1027,Pt hemo < 3mo,M,0
G1028,Take home supply 8mg per 0.1,X,0
G2000,Blinded conv. tx mdd clin tr,R,0
G2001,Post d/c h vst new pt 20 m,A,1.01
G2002,Post-d/c h vst new pt 30 m,A,1.52
G2003,Post-d/c h vst new pt 45 m,A,2.53
G2004,Post-d/c h vst new pt 60 m,A,3.38
G2005,Post-d/c h vst new pt 75 m,A,4.09
G2006,Post-d/c h vst ext pt 20 m,A,1
G2007,Post-d/c h vst ext pt 30 m,A,1.56
G2008,Post-d/c h vst ext pt 45 m,A,2.33
G2009,Post-d/c h vst ext pt 60 m,A,3.28
G2010,Remot image submit by pt,A,0.18
G2011,Alcohol/sub misuse assess,A,0.33
G2013,Post-d/c h vst ext pt 75 m,A,4.09
G2014,Post-d/c care plan overs 30m,A,1.25
G2015,Post-d/c care plan overs 60m,A,1.8
G2020,Hi inten serv for sip model,X,0
G2021,Hea care pract tx in place,X,0
G2022,"Benef refuses service, mod",X,0
G2025,Dis site tele svcs rhc/fqhc,X,1.44
G2067,Med assist tx meth wk,X,0
G2068,Med assist tx bupre oral,X,0
G2069,Med assist tx inject,X,0
G2073,Med tx naltrexone,X,0
G2074,Med assist tx no drug,X,0
G2075,Med tx meds nos,X,0
G2076,Intake act w/med exam,X,0
G2077,Periodic assessment,X,0
G2078,Take-home meth,X,0
G2079,Take-hom buprenorphine,X,0
G2080,Add 30 mins counsel,X,0
G2081,Pt 66+ snp or ltc pos > 90d,M,0
G2082,Visit esketamine 56m or less,A,0.7
G2083,"Visit esketamine, > 56m",A,0.7
G2086,Off base opioid tx 70min,A,8.36
G2087,"Off base opioid tx, 60 m",A,8.19
G2088,"Off base opioid tx, add30",A,0.82
G2090,Pt 66+ frailty and med dem,M,0
G2091,Pt 66+ frailty and adv ill,M,0
G2092,Ace arb arni,M,0
G2093,Med doc rsn no ace arn arni,M,0
G2094,Pt rsn no ace arn arni,M,0
G2096,No rsn ace arb arni,M,0
G2097,Dx uri 3d after other dx,M,0
G2098,Pt 66+ frailty and med dem,M,0
G2099,Pt 66+ frailty and adv ill,M,0
G2100,Pt 66+ frailty and med dem,M,0
G2101,Pt 66+ frailty and adv ill,M,0
G2105,Pt 66+ snp or ltc pos > 90d,M,0
G2106,Pt 66+ frailty and med dem,M,0
G2107,Pt 66+ frailty and adv ill,M,0
G2112,Pred<=5 mg ra glu <6m,M,0
G2113,"Pred>5 mg >6m, no chg da",M,0
G2115,Pt 66-80 frailty and med dem,M,0
G2116,Pt 66-80 frailty and adv ill,M,0
G2118,Pt 81+ frailty,M,0
G2121,Psy dep anx ap and icd asse,M,0
G2122,Psy/dep/anx/apandicd noasse,M,0
G2125,Pt 81+ frailty,M,0
G2126,Pt 66-80 frailty and adv ill,M,0
G2127,Pt 66-80 frailty and med dem,M,0
G2128,No aspirin med rsn,M,0
G2129,No bp outpt,M,0
G2136,Bk pain vas 6-20wk <= 3,M,0
G2137,Bk pain vas 6-20wk > 3,M,0
G2138,Bk pain vas 9-15mo <= 3,M,0
G2139,Bk pain vas 9-15mo > 3,M,0
G2140,Leg pain vas 6-20wk <= 3,M,0
G2141,Leg pain vas 6-20wk > 3,M,0
G2142,Fs odi 9-15mo postop<= 22,M,0
G2143,Fs odi 9-15mo > 22,M,0
G2144,Fs odi 6-20wk postop <= 22,M,0
G2145,Fsodi 6-20wk >22 or chg 30pt,M,0
G2146,Leg pain vas 9-15mo <= 3,M,0
G2147,Leg pain vas 9-15mo > 3,M,0
G2148,Mpm used,M,0
G2149,No mpm med rsn,M,0
G2150,No mpm,M,0
G2151,Dx degen neuro,M,0
G2152,Res change sc >=0,M,0
G2167,Res change sc < 0,M,0
G2168,Svs by pt in home health,E,0
G2169,Svs by ot in home health,E,0
G2172,Tx for opioid use demo proj,X,0
G2173,Uri w comorb 12m oth dx,M,0
G2174,Uri new rx antibiotic 30d,M,0
G2175,Pt comorb dx 12m of epi,M,0
G2176,Outpt ed obs w inpt admit,M,0
G2177,Bronch w rx antibx 30d,M,0
G2178,Pt not elig low neuro ex,M,0
G2179,Med doc rsn no low ex,M,0
G2180,Inelig footwr eval,M,0
G2181,Bmi not doc medrsn ptref,M,0
G2182,Pt 1st biolog antirheum,M,0
G2183,Doc pt unable comm,M,0
G2184,No caregiver,M,0
G2185,Caregiver dem trained,M,0
G2186,Pt ref app rsrcs,M,0
G2187,Clin ind img hd trauma,M,0
G2188,Pt 50 yrs w/clin ind hd,M,0
G2189,Img hd abnml neuro exam,M,0
G2190,Ind img hd rad neck,M,0
G2191,Ind img hd pos hd ache,M,0
G2192,>55 yrs temp hd ache,M,0
G2193,<6yr new onset hd ache,M,0
G2194,New hdache ped pt dis,M,0
G2195,Occip hdache child,M,0
G2196,Screen unhlthy etoh use,M,0
G2197,Screen hlthy etoh use,M,0
G2199,Not scrn etoh no rsn,M,0
G2200,Unhlthy etoh rcvd couns,M,0
G2202,No rsn no brief couns,M,0
G2204,Pt 45-85 w/ scope,M,0
G2205,Preg drng adjv trtmt,M,0
G2206,Adjv trtmt chemo her2,M,0
G2207,Rsn no trtmt chem her2,M,0
G2208,No trtmt chemo and her2,M,0
G2209,Refused to participate,M,0
G2210,No neck fs prom no rsn,M,0
G2211,Complex e/m visit add on,A,0.33
G2212,Prolong outpt/office vis,A,0.61
G2213,Initiat med assist tx in er,A,1.3
G2214,Init/sub psych care m 1st 30,A,0.77
G2215,Home supply nasal naloxone,X,0
G2216,Home supply inject naloxon,X,0
G2250,"Remot img sub by pt, non e/m",A,0.18
G2251,"Brief chkin, 5-10, non-e/m",A,0.25
G2252,"Brief chkin by md/qhp, 11-20",A,0.5
G3002,Chronic pain mgmt 30 mins,A,1.45
G3003,Chronic pain mgmt addl 15m,A,0.5
G4000,Dermatology ss,M,0
G4001,Diagnostic rad ss,M,0
G4002,Ep cardio ss,M,0
G4003,Emergency med ss,M,0
G4004,Endocrinology ss,M,0
G4005,Family medicine ss,M,0
G4006,Gastroenterology ss,M,0
G4007,General surgery ss,M,0
G4008,Geriatrics ss,M,0
G4009,Hospitalists ss,M,0
G4010,Infectious disease ss,M,0
G4011,Internal medicine ss,M,0
G4012,Interventional rad ss,M,0
